EDIZIONE,ID,REGIONE,TIPO.ORG,IMP.SOC,ONLUS,TEM.ATT,COL.T.PI,COL.T.PA,VOL.ECO,ARCHIVIS,AGRICOLT,ANTROPOL,APP.SOFT,ARCHEOLO,ARCHITET,ARTIPLAS,BENI.CUL,BIBLIOTE,CIBO,CINEMA,COMMERCI,COMMUNIT,CONCORSO,COWORKIN,CROWDFUN,DANZA,DESIGN,DIDATTIC,EDITORIA,ENOGASTR,EVENTI,FABBING,FESTIVAL,FILOSOFI,FORMAZIO,FOTOGRAF,FUNDRAIS,INFANZIA,INTEG.SO,LETTERAT,LINGUE.S,MODA,MUSICA,MUSEI,OPENDATA,PEDAGOGI,PERF.ART,PITTURA,PSICOLOG,RADIO,RESTAURO,RIV.CART,RIV.ONLI,SOCIALNE,SOCIOLOG,SPAZI.SP,SPAZI.ES,SPORT,TEATRO,VIDEO,WEB,TURISMO,ALTRO
cheFare 1 (2012),509,Campania,Associazione culturale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Non applicabile
cheFare 1 (2012),510,Puglia,S.r.l.,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Assente,Assente,Assente,Assente,Assente,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),1,Piemonte e Valle d'Aosta,Altro tipo di organizzazione,No,No,Più di 20 anni,Nessun collaboratore/dipendente a tempo pieno,10,Da 20.001 a 50.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),2,Lazio,S.r.l.,No,No,Da più di 1 anno a 3 anni,3,2,Oltre 1.000.000€,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Presente,Assente,Presente,Presente,Non applicabile
cheFare 2 (2013/2014),3,Lazio,Organizzazione di volontariato/O.N.G.,No,Sì,Più di 20 anni,11 collaboratori o più,Nessun collaboratore/dipendente a tempo parziale,Oltre 1.000.000€,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),4,Veneto,Consorzio,No,No,Meno di 6 mesi,Nessun collaboratore/dipendente a tempo pieno,2,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Non applicabile
cheFare 2 (2013/2014),5,Veneto,Associazione culturale,No,No,Da più di 5 anni a 10 anni,6,4,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),6,Campania,Associazione sportiva,No,No,Da più di 1 anno a 3 anni,3,3,Da 20.001 a 50.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),7,Friuli Venezia Giulia,Fondazione,No,No,Da 6 mesi a 1 anno,3,2,Da 500.001 a 1.000.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),8,Lazio,Fondazione,No,No,Più di 20 anni,11 collaboratori o più,Nessun collaboratore/dipendente a tempo parziale,Oltre 1.000.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Non applicabile
cheFare 2 (2013/2014),9,Lazio,Associazione culturale,No,No,Da più di 1 anno a 3 anni,Nessun collaboratore/dipendente a tempo pieno,Nessun collaboratore/dipendente a tempo parziale,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Non applicabile
cheFare 2 (2013/2014),10,Lombardia,Fondazione di partecipazione,No,No,Meno di 6 mesi,1,4,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),11,Piemonte e Valle d'Aosta,S.r.l.,No,No,Da più di 3 anni a 5 anni,6,9,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),12,Marche,Associazione culturale,No,No,Da più di 5 anni a 10 anni,Nessun collaboratore/dipendente a tempo pieno,5,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),13,Marche,Associazione di Promozione Sociale/Consorzio di cooperative sociali,No,No,Si costituisce ex novo per il bando,Nessun collaboratore/dipendente a tempo pieno,10,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),14,Lombardia,Associazione,No,Sì,Da più di 10 anni a 20 anni,2,9,Da 500.001 a 1.000.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),15,Piemonte e Valle d'Aosta,Associazione culturale,No,No,Più di 20 anni,2,7,Da 50.001 a 100.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Non applicabile
cheFare 2 (2013/2014),16,Campania,Comitato,No,No,Meno di 6 mesi,6,11 collaboratori o più,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),17,Umbria,Associazione culturale,No,No,Da più di 5 anni a 10 anni,Nessun collaboratore/dipendente a tempo pieno,Nessun collaboratore/dipendente a tempo parziale,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),18,Umbria,S.r.l.,No,No,Da più di 5 anni a 10 anni,3,Nessun collaboratore/dipendente a tempo parziale,Da 50.001 a 100.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),19,Emilia Romagna,Fondazione,No,Sì,Da più di 10 anni a 20 anni,11 collaboratori o più,10,Oltre 1.000.000€,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Non applicabile
cheFare 2 (2013/2014),20,Sardegna,Fondazione di partecipazione,No,No,Da più di 3 anni a 5 anni,Nessun collaboratore/dipendente a tempo pieno,Nessun collaboratore/dipendente a tempo parziale,Da 50.001 a 100.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),21,Emilia Romagna,Associazione di Promozione Sociale/Consorzio di cooperative sociali,No,No,Da più di 5 anni a 10 anni,5,Nessun collaboratore/dipendente a tempo parziale,Da 20.001 a 50.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),22,Lombardia,Associazione culturale,No,No,Da più di 1 anno a 3 anni,7,Non rilevabile,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),23,Non rilevabile,Altro tipo di organizzazione,No,No,Da 6 mesi a 1 anno,11 collaboratori o più,11 collaboratori o più,Da 0 a 20.000€,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Non applicabile
cheFare 2 (2013/2014),24,Lazio,Associazione di Promozione Sociale/Consorzio di cooperative sociali,No,No,Meno di 6 mesi,Nessun collaboratore/dipendente a tempo pieno,Nessun collaboratore/dipendente a tempo parziale,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),25,Lombardia,Associazione culturale,No,No,Da più di 10 anni a 20 anni,7,6,Da 20.001 a 50.000€,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),26,Lombardia,Associazione culturale,No,No,Da più di 5 anni a 10 anni,Nessun collaboratore/dipendente a tempo pieno,Nessun collaboratore/dipendente a tempo parziale,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),27,Liguria,Associazione di Promozione Sociale/Consorzio di cooperative sociali,No,No,Da più di 10 anni a 20 anni,Nessun collaboratore/dipendente a tempo pieno,Non rilevabile,Da 20.001 a 50.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Non applicabile
cheFare 2 (2013/2014),28,Lazio,Associazione,No,No,Da 6 mesi a 1 anno,11 collaboratori o più,1,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),29,Friuli Venezia Giulia,Associazione culturale,No,No,Meno di 6 mesi,Nessun collaboratore/dipendente a tempo pieno,Nessun collaboratore/dipendente a tempo parziale,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),30,Emilia Romagna,S.a.s.,No,No,Da più di 1 anno a 3 anni,Nessun collaboratore/dipendente a tempo pieno,Nessun collaboratore/dipendente a tempo parziale,Da 20.001 a 50.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Non applicabile
cheFare 2 (2013/2014),31,Puglia,S.s.r.l.,No,No,Meno di 6 mesi,2,9,Non ha un bilancio perché attivo da meno di un anno,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Non applicabile
cheFare 2 (2013/2014),32,Veneto,Associazione,No,No,Più di 20 anni,1,11 collaboratori o più,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),33,Estero,Associazione,No,No,Da più di 1 anno a 3 anni,3,4,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),34,Piemonte e Valle d'Aosta,Associazione culturale,No,No,Da più di 10 anni a 20 anni,1,3,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),35,Lazio,società cooperativa a r.l.,No,No,Da più di 1 anno a 3 anni,1,2,Da 100.001 a 500.000€,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),36,Basilicata,Associazione culturale,No,No,Da più di 5 anni a 10 anni,Nessun collaboratore/dipendente a tempo pieno,3,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Non applicabile
cheFare 2 (2013/2014),37,Veneto,Associazione,No,No,Da più di 1 anno a 3 anni,Nessun collaboratore/dipendente a tempo pieno,4,Da 0 a 20.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),38,Piemonte e Valle d'Aosta,Associazione di Promozione Sociale/Consorzio di cooperative sociali,No,No,Da più di 5 anni a 10 anni,2,3,Da 100.001 a 500.000€,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),39,Lombardia,Organizzazione di volontariato/O.N.G.,No,Sì,Più di 20 anni,5,7,Oltre 1.000.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),40,Lazio,S.r.l.,No,No,Da più di 1 anno a 3 anni,10,5,Da 100.001 a 500.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Non applicabile
cheFare 2 (2013/2014),41,Lombardia,Associazione culturale,No,No,Da più di 5 anni a 10 anni,6,3,Da 100.001 a 500.000€,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Non applicabile
cheFare 2 (2013/2014),42,Lazio,Associazione culturale,No,No,Da più di 1 anno a 3 anni,Nessun collaboratore/dipendente a tempo pieno,3,Da 0 a 20.000€,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Non applicabile
